seccion,titulo,resumen,fuente,enlace,fecha
geopolitica,"[24 Jun] OCDE eleva proyección de crecimiento global a 3,2% para 2026: Chile entre los más beneficiados de Latam","La organización revisa al alza su estimación por mayor dinamismo en EE.UU., India y el sudeste asiático. Chile lidera el crecimiento en América del Sur con 2,8% proyectado, impulsado por cobre, litio y consumo interno. La baja de TPM y el ciclo bajista global de tasas son factores clave.",Reuters,https://www.reuters.com/world,2026-06-24
geopolitica,[24 Jun] Cumbre UE–Celac reactiva agenda comercial: acuerdo de minerales críticos Chile–Europa en etapa final,"Bruselas y Santiago reportan avances decisivos en el capítulo de minerales críticos del acuerdo de asociación. El pacto incluye litio procesado, cobre refinado y tierras raras. Firma esperada para Q4 2026. Chile ganaría acceso preferencial a tecnología de baterías europeas.",El Mostrador,https://www.elmostrador.cl/categoria/noticias/feed/,2026-06-24
geopolitica,Unión Europea lanza fondo de defensa de EUR 500.000M: primera deuda común desde la pandemia,"Consejo Europeo aprueba por unanimidad el ""Escudo Europa"". Recursos financiarán industria de defensa continental y reducción de dependencia de armamento estadounidense.",The Economist,https://www.economist.com,2026-06-24
geopolitica,Corea del Norte prueba misil hipersónico de alcance regional; Corea del Sur declara alerta máxima,"Misil alcanza mach 8 y maniobra en fase terminal, dificultando intercepción. EE.UU., Japón y Corea del Sur refuerzan escudo antimisiles y anuncian sanciones adicionales.",Reuters,https://www.reuters.com/world,2026-06-24
economia_global,"[24 Jun] Cobre alcanza USD 5,28/lb: máximo de tres semanas — analistas ven continuidad del rally","El metal rojo avanza por quinta jornada consecutiva impulsado por el estímulo chino y el déficit de oferta. JPMorgan reafirma objetivo de USD 5,70 para fin de año. Las acciones de Codelco y SQM lideran el IPSA con alzas de 1,5% y 2,1% respectivamente.",Bloomberg Commodities,https://www.bloomberg.com/commodities,2026-06-24
economia_global,[24 Jun] Dólar global cede ante datos de inflación EE.UU.: peso chileno se aprecia a mínimo de dos meses,"El índice DXY cae 0,4% tras dato de PCE de mayo en línea con expectativas. Monedas emergentes se aprecian de manera generalizada. El peso chileno alcanza su nivel más fuerte desde abril 2026, respaldado por el rally del cobre.",Bloomberg Markets,https://www.bloomberg.com/markets,2026-06-24
economia_global,Oro alcanza USD 3.520/oz: máximo histórico impulsado por compras de bancos centrales y fuga hacia activos refugio,Banco Central de China aumentó reservas de oro por 18° mes consecutivo. Flujos hacia ETFs de oro alcanzan USD 14.000M en mayo. Analistas de Goldman elevan objetivo a USD 3.900.,Bloomberg,https://www.bloomberg.com/markets,2026-06-24
economia_global,Litio carbonato rebota a USD 17.200/t: reactivación de demanda china y recorte de oferta en Australia elevan precio,Cierre de minas Greenbushes y Pilgangoora reduce oferta en 80.000 t/año. China aprueba subsidios adicionales a vehículos eléctricos. SQM y Albemarle suben 12% en bolsa.,Reuters,https://www.reuters.com/business/energy,2026-06-24
economia_chile,[24 Jun] Indicadores del día: UF y dólar observado al 24 de junio de 2026,Valores vigentes publicados por SII y BCCh para el martes 24 de junio. El peso chileno se fortalece ante la caída del dólar global y el rally del cobre. Tasas hipotecarias en cooperativas comienzan a reflejar la baja de TPM del 17 de junio.,SII / BCCh,https://www.sii.cl/valores_y_fechas/uf/uf2026.htm,2026-06-24
economia_chile,"[24 Jun] ICARE hoy: encuentro con Ministra de Ciencia Ximena Lincolao — IA, deeptech y política de innovación","Líderes empresariales se reúnen esta mañana con la Ministra de Ciencia e Innovación en el encuentro mensual de ICARE. La agenda incluye el Plan Nacional de IA, financiamiento a startups deeptech y la estrategia de transferencia tecnológica desde universidades al sector productivo.",ICARE,https://www.icare.cl/agenda-de-actividades/,2026-06-24
economia_chile,"[24 Jun] BCCh: encuesta de expectativas muestra TPM en 4,25% al cierre de 2026 — nuevo recorte en agosto","La Encuesta de Expectativas Económicas del BCCh muestra que el 68% de los analistas espera un segundo recorte de 25 pb en agosto. Las proyecciones de inflación para 2026 se mantienen en 3,0%. El mercado de swaps descuenta TPM terminal de 3,75% para mediados de 2027.",Banco Central de Chile,https://www.bcentral.cl,2026-06-24
